order_item_id,order_id,order_date,customer_id,product_id,category,subcategory,quantity,unit_price,line_subtotal,item_discount_amount,line_total,unit_cost,line_cogs,line_gross_profit
OI2603,O501386,2024-06-03,C100547,P1001,Electronics,Mobile Accessories,2,30.77,61.54,0.0,61.54,19.28,38.56,22.98
OI2604,O501386,2024-06-03,C100547,P1060,Beauty,Skincare,2,33.84,67.68,0.0,67.68,15.31,30.62,37.06
OI2605,O501387,2024-09-14,C100547,P1068,Beauty,Skincare,2,59.33,118.66,0.0,118.66,25.09,50.18,68.48
OI2606,O501387,2024-09-14,C100547,P1047,Fashion,Outerwear,1,38.5,38.5,0.0,38.5,18.33,18.33,20.17
OI2607,O501387,2024-09-14,C100547,P1050,Fashion,Basics,1,41.87,41.87,0.0,41.87,22.11,22.11,19.76
OI2608,O501388,2024-12-19,C100547,P1062,Beauty,Haircare,1,19.36,19.36,1.94,17.42,10.77,10.77,6.65
OI2609,O501388,2024-12-19,C100547,P1031,Home,Kitchen,3,79.69,239.07,23.91,215.16,44.82,134.46,80.7
OI2610,O501389,2024-06-05,C100548,P1048,Fashion,Activewear,1,78.93,78.93,0.0,78.93,38.33,38.33,40.6
OI2611,O501390,2024-09-16,C100548,P1046,Fashion,Outerwear,2,41.37,82.74,0.0,82.74,24.22,48.44,34.3
OI2612,O501390,2024-09-16,C100548,P1015,Electronics,Audio,1,145.3,145.3,0.0,145.3,107.4,107.4,37.9
OI2613,O501391,2024-11-19,C100548,P1003,Electronics,Wearables,1,32.44,32.44,2.6,29.84,23.12,23.12,6.72
OI2614,O501392,2024-04-06,C100550,P1003,Electronics,Wearables,1,30.34,30.34,0.0,30.34,23.12,23.12,7.22
OI2615,O501392,2024-04-06,C100550,P1076,Sports,Recovery,1,86.14,86.14,0.0,86.14,60.96,60.96,25.18
OI2616,O501393,2024-04-22,C100550,P1001,Electronics,Mobile Accessories,3,32.06,96.18,9.62,86.56,19.28,57.84,28.72
OI2617,O501393,2024-04-22,C100550,P1033,Home,Bedding,1,105.08,105.08,10.51,94.57,73.21,73.21,21.36
OI2618,O501394,2024-09-01,C100550,P1011,Electronics,Computer Accessories,1,43.67,43.67,0.0,43.67,35.51,35.51,8.16
OI2619,O501394,2024-09-01,C100550,P1032,Home,Bedding,2,115.34,230.68,0.0,230.68,83.98,167.96,62.72
OI2620,O501395,2025-04-29,C100550,P1002,Electronics,Audio,1,76.47,76.47,7.65,68.82,57.07,57.07,11.75
OI2621,O501396,2025-01-18,C100551,P1072,Sports,Outdoor,1,150.69,150.69,7.53,143.16,98.34,98.34,44.82
OI2622,O501397,2025-06-20,C100551,P1025,Home,Bedding,1,167.96,167.96,0.0,167.96,120.37,120.37,47.59
OI2623,O501398,2024-04-16,C100552,P1011,Electronics,Computer Accessories,1,44.63,44.63,0.0,44.63,35.51,35.51,9.12
OI2624,O501398,2024-04-16,C100552,P1084,Sports,Outdoor,1,39.55,39.55,1.98,37.57,19.16,19.16,18.41
OI2625,O501398,2024-04-16,C100552,P1057,Beauty,Haircare,1,65.49,65.49,0.0,65.49,30.02,30.02,35.47
OI2626,O501399,2025-02-20,C100552,P1012,Electronics,Mobile Accessories,1,86.87,86.87,6.95,79.92,61.31,61.31,18.61
OI2627,O501399,2025-02-20,C100552,P1033,Home,Bedding,2,99.9,199.8,15.98,183.82,73.21,146.42,37.4
OI2628,O501400,2025-04-24,C100552,P1042,Fashion,Activewear,1,41.66,41.66,4.17,37.49,27.67,27.67,9.82
OI2629,O501400,2025-04-24,C100552,P1027,Home,Storage,1,134.72,134.72,10.78,123.94,78.86,78.86,45.08
OI2630,O501400,2025-04-24,C100552,P1061,Beauty,Haircare,1,58.54,58.54,2.93,55.61,31.69,31.69,23.92
OI2631,O501401,2024-12-01,C100553,P1031,Home,Kitchen,1,78.16,78.16,6.25,71.91,44.82,44.82,27.09
OI2632,O501402,2025-01-15,C100553,P1022,Home,Kitchen,1,165.96,165.96,0.0,165.96,111.74,111.74,54.22
OI2633,O501402,2025-01-15,C100553,P1062,Beauty,Haircare,1,18.61,18.61,0.0,18.61,10.77,10.77,7.84
OI2634,O501403,2025-02-11,C100553,P1023,Home,Decor,1,143.22,143.22,14.32,128.9,84.41,84.41,44.49
OI2635,O501404,2024-03-29,C100555,P1040,Fashion,Activewear,1,60.15,60.15,6.02,54.13,38.98,38.98,15.15
OI2636,O501404,2024-03-29,C100555,P1065,Beauty,Tools,1,36.67,36.67,3.67,33.0,21.18,21.18,11.82
OI2637,O501405,2024-06-17,C100555,P1087,Sports,Hydration,2,111.54,223.08,17.85,205.23,74.53,149.06,56.17
OI2638,O501405,2024-06-17,C100555,P1040,Fashion,Activewear,1,62.94,62.94,6.29,56.65,38.98,38.98,17.67
OI2639,O501406,2024-08-14,C100555,P1072,Sports,Outdoor,2,154.47,308.94,0.0,308.94,98.34,196.68,112.26
OI2640,O501406,2024-08-14,C100555,P1055,Beauty,Haircare,1,43.8,43.8,0.0,43.8,18.29,18.29,25.51
OI2641,O501406,2024-08-14,C100555,P1040,Fashion,Activewear,1,63.56,63.56,0.0,63.56,38.98,38.98,24.58
OI2642,O501406,2024-08-14,C100555,P1060,Beauty,Skincare,1,34.3,34.3,3.43,30.87,15.31,15.31,15.56
OI2643,O501407,2024-09-04,C100555,P1065,Beauty,Tools,1,35.86,35.86,1.79,34.07,21.18,21.18,12.89
OI2644,O501408,2024-10-20,C100555,P1029,Home,Decor,2,137.27,274.54,27.45,247.09,80.99,161.98,85.11
OI2645,O501408,2024-10-20,C100555,P1013,Electronics,Wearables,1,97.87,97.87,9.79,88.08,53.71,53.71,34.37
OI2646,O501409,2024-12-23,C100555,P1067,Beauty,Skincare,1,69.89,69.89,5.59,64.3,20.63,20.63,43.67
OI2647,O501410,2025-04-12,C100556,P1067,Beauty,Skincare,1,68.63,68.63,0.0,68.63,20.63,20.63,48.0
OI2648,O501410,2025-04-12,C100556,P1074,Sports,Recovery,1,21.77,21.77,0.0,21.77,15.27,15.27,6.5
OI2649,O501410,2025-04-12,C100556,P1001,Electronics,Mobile Accessories,1,32.2,32.2,0.0,32.2,19.28,19.28,12.92
OI2650,O501411,2024-01-18,C100558,P1057,Beauty,Haircare,1,65.9,65.9,0.0,65.9,30.02,30.02,35.88
OI2651,O501412,2024-04-11,C100558,P1083,Sports,Outdoor,1,83.64,83.64,0.0,83.64,59.28,59.28,24.36
OI2652,O501413,2025-01-29,C100558,P1084,Sports,Outdoor,1,40.83,40.83,4.9,35.93,19.16,19.16,16.77
OI2653,O501413,2025-01-29,C100558,P1039,Fashion,Basics,1,73.51,73.51,8.82,64.69,41.14,41.14,23.55
OI2654,O501414,2024-12-18,C100559,P1035,Home,Kitchen,2,87.18,174.36,13.95,160.41,60.95,121.9,38.51
OI2655,O501415,2025-03-11,C100559,P1052,Fashion,Outerwear,1,113.63,113.63,9.09,104.54,45.5,45.5,59.04
OI2656,O501416,2024-03-22,C100560,P1043,Fashion,Activewear,1,135.32,135.32,0.0,135.32,54.23,54.23,81.09
OI2657,O501416,2024-03-22,C100560,P1040,Fashion,Activewear,1,62.51,62.51,0.0,62.51,38.98,38.98,23.53
OI2658,O501417,2024-04-16,C100560,P1078,Sports,Outdoor,1,137.61,137.61,13.76,123.85,75.39,75.39,48.46
OI2659,O501417,2024-04-16,C100560,P1036,Home,Kitchen,2,42.19,84.38,4.22,80.16,27.15,54.3,25.86
OI2660,O501418,2024-05-13,C100560,P1078,Sports,Outdoor,1,133.19,133.19,13.32,119.87,75.39,75.39,44.48
OI2661,O501419,2024-07-10,C100560,P1029,Home,Decor,1,135.81,135.81,0.0,135.81,80.99,80.99,54.82
OI2662,O501419,2024-07-10,C100560,P1075,Sports,Hydration,1,24.16,24.16,0.0,24.16,12.82,12.82,11.34
OI2663,O501420,2024-11-24,C100560,P1014,Electronics,Computer Accessories,1,102.55,102.55,8.2,94.35,69.13,69.13,25.22
OI2664,O501420,2024-11-24,C100560,P1001,Electronics,Mobile Accessories,1,32.07,32.07,3.21,28.86,19.28,19.28,9.58
OI2665,O501421,2024-12-22,C100560,P1011,Electronics,Computer Accessories,1,45.44,45.44,2.27,43.17,35.51,35.51,7.66
OI2666,O501421,2024-12-22,C100560,P1034,Home,Bedding,1,100.26,100.26,0.0,100.26,51.23,51.23,49.03
OI2667,O501422,2025-06-01,C100560,P1060,Beauty,Skincare,1,33.26,33.26,1.66,31.6,15.31,15.31,16.29
OI2668,O501422,2025-06-01,C100560,P1042,Fashion,Activewear,1,41.56,41.56,3.32,38.24,27.67,27.67,10.57
OI2669,O501422,2025-06-01,C100560,P1015,Electronics,Audio,1,147.28,147.28,11.78,135.5,107.4,107.4,28.1
OI2670,O501423,2024-02-01,C100561,P1054,Fashion,Activewear,2,33.55,67.1,0.0,67.1,21.8,43.6,23.5
OI2671,O501423,2024-02-01,C100561,P1043,Fashion,Activewear,2,139.5,279.0,0.0,279.0,54.23,108.46,170.54
OI2672,O501424,2024-03-21,C100561,P1052,Fashion,Outerwear,1,107.78,107.78,0.0,107.78,45.5,45.5,62.28
OI2673,O501424,2024-03-21,C100561,P1087,Sports,Hydration,1,110.45,110.45,0.0,110.45,74.53,74.53,35.92
OI2674,O501425,2024-05-16,C100561,P1025,Home,Bedding,1,169.6,169.6,0.0,169.6,120.37,120.37,49.23
OI2675,O501425,2024-05-16,C100561,P1028,Home,Storage,1,81.22,81.22,0.0,81.22,46.79,46.79,34.43
OI2676,O501426,2025-02-07,C100561,P1040,Fashion,Activewear,1,59.61,59.61,5.96,53.65,38.98,38.98,14.67
OI2677,O501426,2025-02-07,C100561,P1029,Home,Decor,2,138.32,276.64,27.66,248.98,80.99,161.98,87.0
OI2678,O501427,2025-05-06,C100561,P1006,Electronics,Computer Accessories,3,22.6,67.8,3.39,64.41,14.37,43.11,21.3
OI2679,O501428,2025-05-25,C100561,P1028,Home,Storage,2,79.04,158.08,0.0,158.08,46.79,93.58,64.5
OI2680,O501429,2025-03-11,C100562,P1024,Home,Bedding,1,43.47,43.47,4.35,39.12,21.82,21.82,17.3
OI2681,O501430,2024-12-12,C100563,P1052,Fashion,Outerwear,2,108.1,216.2,21.62,194.58,45.5,91.0,103.58
OI2682,O501430,2024-12-12,C100563,P1088,Sports,Hydration,1,92.35,92.35,9.23,83.12,61.57,61.57,21.55
OI2683,O501431,2025-01-22,C100563,P1017,Electronics,Audio,1,160.32,160.32,12.83,147.49,108.89,108.89,38.6
OI2684,O501431,2025-01-22,C100563,P1049,Fashion,Footwear,1,40.82,40.82,3.27,37.55,22.36,22.36,15.19
OI2685,O501432,2024-02-06,C100564,P1052,Fashion,Outerwear,1,109.03,109.03,10.9,98.13,45.5,45.5,52.63
OI2686,O501433,2024-03-05,C100564,P1015,Electronics,Audio,1,141.07,141.07,7.05,134.02,107.4,107.4,26.62
OI2687,O501433,2024-03-05,C100564,P1043,Fashion,Activewear,1,136.5,136.5,10.92,125.58,54.23,54.23,71.35
OI2688,O501433,2024-03-05,C100564,P1073,Sports,Hydration,2,51.4,102.8,8.22,94.58,25.06,50.12,44.46
OI2689,O501433,2024-03-05,C100564,P1056,Beauty,Tools,1,23.44,23.44,1.17,22.27,12.28,12.28,9.99
OI2690,O501434,2024-06-05,C100564,P1046,Fashion,Outerwear,1,42.45,42.45,0.0,42.45,24.22,24.22,18.23
OI2691,O501435,2024-08-27,C100564,P1060,Beauty,Skincare,1,33.48,33.48,3.35,30.13,15.31,15.31,14.82
OI2692,O501436,2025-01-24,C100564,P1014,Electronics,Computer Accessories,1,101.95,101.95,0.0,101.95,69.13,69.13,32.82
OI2693,O501436,2025-01-24,C100564,P1023,Home,Decor,1,144.59,144.59,0.0,144.59,84.41,84.41,60.18
OI2694,O501437,2025-02-20,C100564,P1006,Electronics,Computer Accessories,1,22.31,22.31,2.23,20.08,14.37,14.37,5.71
OI2695,O501437,2025-02-20,C100564,P1036,Home,Kitchen,1,43.47,43.47,0.0,43.47,27.15,27.15,16.32
OI2696,O501438,2024-01-06,C100565,P1006,Electronics,Computer Accessories,1,22.33,22.33,1.12,21.21,14.37,14.37,6.84
OI2697,O501439,2024-11-07,C100565,P1044,Fashion,Footwear,1,59.38,59.38,4.75,54.63,36.21,36.21,18.42
OI2698,O501439,2024-11-07,C100565,P1008,Electronics,Audio,1,104.04,104.04,10.4,93.64,81.75,81.75,11.89
OI2699,O501440,2025-01-15,C100565,P1003,Electronics,Wearables,1,32.2,32.2,3.22,28.98,23.12,23.12,5.86
OI2700,O501440,2025-01-15,C100565,P1058,Beauty,Tools,2,16.81,33.62,3.36,30.26,6.75,13.5,16.76
OI2701,O501440,2025-01-15,C100565,P1075,Sports,Hydration,1,22.77,22.77,2.28,20.49,12.82,12.82,7.67
OI2702,O501441,2025-03-23,C100565,P1033,Home,Bedding,2,106.38,212.76,21.28,191.48,73.21,146.42,45.06
OI2703,O501441,2025-03-23,C100565,P1062,Beauty,Haircare,1,18.73,18.73,1.87,16.86,10.77,10.77,6.09
OI2704,O501442,2024-09-30,C100566,P1074,Sports,Recovery,2,20.64,41.28,0.0,41.28,15.27,30.54,10.74
OI2705,O501443,2025-01-10,C100566,P1026,Home,Decor,2,141.11,282.22,33.87,248.35,76.77,153.54,94.81
OI2706,O501443,2025-01-10,C100566,P1052,Fashion,Outerwear,1,115.73,115.73,13.89,101.84,45.5,45.5,56.34
OI2707,O501443,2025-01-10,C100566,P1044,Fashion,Footwear,1,59.6,59.6,7.15,52.45,36.21,36.21,16.24
OI2708,O501444,2025-06-22,C100567,P1087,Sports,Hydration,1,114.42,114.42,0.0,114.42,74.53,74.53,39.89
OI2709,O501444,2025-06-22,C100567,P1078,Sports,Outdoor,1,135.51,135.51,0.0,135.51,75.39,75.39,60.12
OI2710,O501444,2025-06-22,C100567,P1039,Fashion,Basics,1,75.8,75.8,7.58,68.22,41.14,41.14,27.08
OI2711,O501445,2024-12-15,C100568,P1050,Fashion,Basics,1,42.11,42.11,0.0,42.11,22.11,22.11,20.0
OI2712,O501445,2024-12-15,C100568,P1070,Beauty,Haircare,1,45.33,45.33,0.0,45.33,17.71,17.71,27.62
OI2713,O501445,2024-12-15,C100568,P1004,Electronics,Audio,3,90.09,270.27,0.0,270.27,72.43,217.29,52.98
OI2714,O501446,2024-05-11,C100569,P1008,Electronics,Audio,1,111.52,111.52,0.0,111.52,81.75,81.75,29.77
OI2715,O501447,2024-05-13,C100569,P1034,Home,Bedding,1,94.83,94.83,0.0,94.83,51.23,51.23,43.6
OI2716,O501448,2024-08-15,C100569,P1030,Home,Decor,1,20.04,20.04,0.0,20.04,12.23,12.23,7.81
OI2717,O501449,2025-06-21,C100569,P1040,Fashion,Activewear,1,60.11,60.11,0.0,60.11,38.98,38.98,21.13
OI2718,O501449,2025-06-21,C100569,P1042,Fashion,Activewear,1,42.4,42.4,0.0,42.4,27.67,27.67,14.73
OI2719,O501450,2024-08-22,C100570,P1071,Sports,Hydration,1,37.56,37.56,0.0,37.56,24.03,24.03,13.53
OI2720,O501450,2024-08-22,C100570,P1023,Home,Decor,1,135.63,135.63,0.0,135.63,84.41,84.41,51.22
OI2721,O501451,2024-12-26,C100570,P1086,Sports,Yoga,1,82.85,82.85,8.29,74.56,46.36,46.36,28.2
OI2722,O501452,2025-05-13,C100570,P1066,Beauty,Skincare,2,61.64,123.28,14.79,108.49,23.03,46.06,62.43
OI2723,O501452,2025-05-13,C100570,P1054,Fashion,Activewear,1,35.13,35.13,4.22,30.91,21.8,21.8,9.11
OI2724,O501452,2025-05-13,C100570,P1007,Electronics,Wearables,1,63.13,63.13,7.58,55.55,41.12,41.12,14.43
OI2725,O501453,2025-06-15,C100571,P1034,Home,Bedding,1,99.78,99.78,0.0,99.78,51.23,51.23,48.55
OI2726,O501453,2025-06-15,C100571,P1077,Sports,Outdoor,1,15.1,15.1,0.0,15.1,10.85,10.85,4.25
OI2727,O501454,2024-01-25,C100572,P1024,Home,Bedding,1,42.65,42.65,5.12,37.53,21.82,21.82,15.71
OI2728,O501454,2024-01-25,C100572,P1034,Home,Bedding,1,101.28,101.28,12.15,89.13,51.23,51.23,37.9
OI2729,O501455,2024-04-10,C100572,P1047,Fashion,Outerwear,1,38.15,38.15,3.82,34.33,18.33,18.33,16.0
OI2730,O501455,2024-04-10,C100572,P1003,Electronics,Wearables,1,32.03,32.03,3.2,28.83,23.12,23.12,5.71
OI2731,O501456,2024-06-27,C100572,P1047,Fashion,Outerwear,1,39.11,39.11,3.13,35.98,18.33,18.33,17.65
OI2732,O501456,2024-06-27,C100572,P1042,Fashion,Activewear,1,42.84,42.84,3.43,39.41,27.67,27.67,11.74
OI2733,O501456,2024-06-27,C100572,P1066,Beauty,Skincare,1,62.57,62.57,6.26,56.31,23.03,23.03,33.28
OI2734,O501457,2024-12-22,C100573,P1054,Fashion,Activewear,1,34.75,34.75,1.74,33.01,21.8,21.8,11.21
OI2735,O501457,2024-12-22,C100573,P1086,Sports,Yoga,2,87.38,174.76,0.0,174.76,46.36,92.72,82.04
OI2736,O501458,2024-08-01,C100574,P1024,Home,Bedding,1,42.38,42.38,0.0,42.38,21.82,21.82,20.56
OI2737,O501459,2024-08-11,C100574,P1067,Beauty,Skincare,1,68.95,68.95,0.0,68.95,20.63,20.63,48.32
OI2738,O501459,2024-08-11,C100574,P1029,Home,Decor,1,132.86,132.86,0.0,132.86,80.99,80.99,51.87
OI2739,O501460,2024-09-18,C100574,P1028,Home,Storage,1,81.14,81.14,0.0,81.14,46.79,46.79,34.35
OI2740,O501460,2024-09-18,C100574,P1006,Electronics,Computer Accessories,1,22.3,22.3,0.0,22.3,14.37,14.37,7.93
OI2741,O501461,2024-12-15,C100574,P1085,Sports,Recovery,1,21.1,21.1,1.69,19.41,10.36,10.36,9.05
OI2742,O501461,2024-12-15,C100574,P1049,Fashion,Footwear,1,41.57,41.57,3.33,38.24,22.36,22.36,15.88
OI2743,O501461,2024-12-15,C100574,P1019,Home,Bedding,1,117.71,117.71,11.77,105.94,66.45,66.45,39.49
OI2744,O501462,2025-05-21,C100574,P1006,Electronics,Computer Accessories,1,21.66,21.66,0.0,21.66,14.37,14.37,7.29
OI2745,O501462,2025-05-21,C100574,P1062,Beauty,Haircare,1,18.61,18.61,0.0,18.61,10.77,10.77,7.84
OI2746,O501463,2024-08-24,C100575,P1048,Fashion,Activewear,2,77.62,155.24,15.52,139.72,38.33,76.66,63.06
OI2747,O501464,2024-12-30,C100575,P1012,Electronics,Mobile Accessories,1,89.25,89.25,0.0,89.25,61.31,61.31,27.94
OI2748,O501464,2024-12-30,C100575,P1022,Home,Kitchen,1,159.15,159.15,0.0,159.15,111.74,111.74,47.41
OI2749,O501464,2024-12-30,C100575,P1038,Fashion,Footwear,1,87.87,87.87,0.0,87.87,52.04,52.04,35.83
OI2750,O501464,2024-12-30,C100575,P1040,Fashion,Activewear,1,61.14,61.14,0.0,61.14,38.98,38.98,22.16
OI2751,O501465,2025-01-08,C100575,P1038,Fashion,Footwear,1,83.25,83.25,0.0,83.25,52.04,52.04,31.21
OI2752,O501465,2025-01-08,C100575,P1026,Home,Decor,1,143.63,143.63,0.0,143.63,76.77,76.77,66.86
OI2753,O501466,2024-02-22,C100576,P1043,Fashion,Activewear,1,140.2,140.2,11.22,128.98,54.23,54.23,74.75
OI2754,O501466,2024-02-22,C100576,P1042,Fashion,Activewear,1,42.64,42.64,2.13,40.51,27.67,27.67,12.84
OI2755,O501466,2024-02-22,C100576,P1080,Sports,Recovery,2,27.65,55.3,5.53,49.77,18.03,36.06,13.71
OI2756,O501467,2024-04-18,C100576,P1049,Fashion,Footwear,1,39.58,39.58,1.98,37.6,22.36,22.36,15.24
OI2757,O501468,2024-09-13,C100576,P1031,Home,Kitchen,1,76.5,76.5,9.18,67.32,44.82,44.82,22.5
OI2758,O501468,2024-09-13,C100576,P1001,Electronics,Mobile Accessories,1,31.18,31.18,3.74,27.44,19.28,19.28,8.16
OI2759,O501469,2024-11-07,C100576,P1059,Beauty,Fragrance,1,59.21,59.21,4.74,54.47,32.04,32.04,22.43
OI2760,O501469,2024-11-07,C100576,P1032,Home,Bedding,1,120.13,120.13,12.01,108.12,83.98,83.98,24.14
OI2761,O501469,2024-11-07,C100576,P1028,Home,Storage,1,79.63,79.63,7.96,71.67,46.79,46.79,24.88
OI2762,O501470,2024-11-29,C100576,P1071,Sports,Hydration,1,37.54,37.54,3.0,34.54,24.03,24.03,10.51
OI2763,O501471,2024-12-15,C100576,P1011,Electronics,Computer Accessories,1,46.45,46.45,3.72,42.73,35.51,35.51,7.22
OI2764,O501472,2024-08-30,C100577,P1002,Electronics,Audio,1,77.51,77.51,6.2,71.31,57.07,57.07,14.24
OI2765,O501473,2024-12-01,C100577,P1020,Home,Bedding,1,27.5,27.5,2.2,25.3,14.15,14.15,11.15
OI2766,O501473,2024-12-01,C100577,P1028,Home,Storage,2,82.26,164.52,13.16,151.36,46.79,93.58,57.78
OI2767,O501473,2024-12-01,C100577,P1008,Electronics,Audio,1,110.4,110.4,8.83,101.57,81.75,81.75,19.82
OI2768,O501473,2024-12-01,C100577,P1064,Beauty,Haircare,1,53.08,53.08,4.25,48.83,20.47,20.47,28.36
OI2769,O501474,2025-02-24,C100578,P1040,Fashion,Activewear,1,60.31,60.31,0.0,60.31,38.98,38.98,21.33
OI2770,O501474,2025-02-24,C100578,P1064,Beauty,Haircare,1,55.9,55.9,0.0,55.9,20.47,20.47,35.43
OI2771,O501475,2025-05-18,C100578,P1079,Sports,Recovery,1,147.33,147.33,11.79,135.54,73.38,73.38,62.16
OI2772,O501476,2025-05-28,C100578,P1002,Electronics,Audio,1,79.92,79.92,6.39,73.53,57.07,57.07,16.46
OI2773,O501477,2024-05-04,C100581,P1080,Sports,Recovery,1,28.03,28.03,0.0,28.03,18.03,18.03,10.0
OI2774,O501478,2024-12-15,C100582,P1053,Fashion,Activewear,2,108.62,217.24,21.72,195.52,59.06,118.12,77.4
OI2775,O501478,2024-12-15,C100582,P1088,Sports,Hydration,1,98.95,98.95,9.9,89.05,61.57,61.57,27.48
OI2776,O501479,2025-05-04,C100583,P1026,Home,Decor,1,138.24,138.24,16.59,121.65,76.77,76.77,44.88
OI2777,O501480,2025-06-13,C100583,P1068,Beauty,Skincare,1,59.38,59.38,0.0,59.38,25.09,25.09,34.29
OI2778,O501480,2025-06-13,C100583,P1004,Electronics,Audio,1,90.68,90.68,0.0,90.68,72.43,72.43,18.25
OI2779,O501480,2025-06-13,C100583,P1081,Sports,Hydration,1,89.57,89.57,0.0,89.57,43.31,43.31,46.26
OI2780,O501481,2024-02-02,C100584,P1087,Sports,Hydration,2,115.1,230.2,18.42,211.78,74.53,149.06,62.72
OI2781,O501482,2024-03-09,C100584,P1051,Fashion,Activewear,1,31.4,31.4,3.14,28.26,13.97,13.97,14.29
OI2782,O501483,2024-03-20,C100584,P1085,Sports,Recovery,1,21.57,21.57,2.16,19.41,10.36,10.36,9.05
OI2783,O501483,2024-03-20,C100584,P1034,Home,Bedding,1,99.45,99.45,4.97,94.48,51.23,51.23,43.25
OI2784,O501484,2024-03-31,C100584,P1046,Fashion,Outerwear,1,42.88,42.88,2.14,40.74,24.22,24.22,16.52
OI2785,O501484,2024-03-31,C100584,P1082,Sports,Outdoor,1,22.11,22.11,2.21,19.9,13.3,13.3,6.6
OI2786,O501485,2024-07-02,C100584,P1086,Sports,Yoga,1,84.07,84.07,8.41,75.66,46.36,46.36,29.3
OI2787,O501486,2025-01-10,C100585,P1083,Sports,Outdoor,2,84.09,168.18,8.41,159.77,59.28,118.56,41.21
OI2788,O501486,2025-01-10,C100585,P1057,Beauty,Haircare,1,63.07,63.07,0.0,63.07,30.02,30.02,33.05
OI2789,O501487,2025-02-14,C100585,P1050,Fashion,Basics,2,40.94,81.88,6.55,75.33,22.11,44.22,31.11
OI2790,O501487,2025-02-14,C100585,P1085,Sports,Recovery,1,21.71,21.71,2.17,19.54,10.36,10.36,9.18
OI2791,O501487,2025-02-14,C100585,P1061,Beauty,Haircare,1,59.66,59.66,4.77,54.89,31.69,31.69,23.2
OI2792,O501488,2025-04-08,C100585,P1054,Fashion,Activewear,1,34.06,34.06,0.0,34.06,21.8,21.8,12.26
OI2793,O501488,2025-04-08,C100585,P1045,Fashion,Outerwear,1,121.06,121.06,0.0,121.06,68.88,68.88,52.18
OI2794,O501488,2025-04-08,C100585,P1075,Sports,Hydration,2,23.6,47.2,0.0,47.2,12.82,25.64,21.56
OI2795,O501488,2025-04-08,C100585,P1038,Fashion,Footwear,2,85.26,170.52,0.0,170.52,52.04,104.08,66.44
OI2796,O501489,2025-04-21,C100585,P1025,Home,Bedding,1,164.96,164.96,16.5,148.46,120.37,120.37,28.09
OI2797,O501489,2025-04-21,C100585,P1036,Home,Kitchen,3,42.08,126.24,12.62,113.62,27.15,81.45,32.17
OI2798,O501490,2025-05-30,C100585,P1052,Fashion,Outerwear,3,113.66,340.98,27.28,313.7,45.5,136.5,177.2
OI2799,O501491,2024-07-10,C100586,P1030,Home,Decor,2,20.98,41.96,0.0,41.96,12.23,24.46,17.5
OI2800,O501492,2024-11-12,C100586,P1023,Home,Decor,3,139.91,419.73,41.97,377.76,84.41,253.23,124.53
OI2801,O501492,2024-11-12,C100586,P1078,Sports,Outdoor,1,133.2,133.2,13.32,119.88,75.39,75.39,44.49
OI2802,O501493,2025-05-06,C100586,P1069,Beauty,Tools,1,80.91,80.91,8.09,72.82,33.05,33.05,39.77
OI2803,O501494,2024-07-08,C100588,P1062,Beauty,Haircare,1,18.05,18.05,2.17,15.88,10.77,10.77,5.11
OI2804,O501495,2024-10-27,C100588,P1030,Home,Decor,1,19.97,19.97,1.0,18.97,12.23,12.23,6.74
OI2805,O501495,2024-10-27,C100588,P1014,Electronics,Computer Accessories,1,97.74,97.74,4.89,92.85,69.13,69.13,23.72
OI2806,O501495,2024-10-27,C100588,P1031,Home,Kitchen,1,79.35,79.35,7.94,71.41,44.82,44.82,26.59
OI2807,O501496,2024-06-20,C100589,P1076,Sports,Recovery,3,85.62,256.86,0.0,256.86,60.96,182.88,73.98
OI2808,O501497,2024-08-06,C100589,P1026,Home,Decor,1,135.9,135.9,16.31,119.59,76.77,76.77,42.82
OI2809,O501497,2024-08-06,C100589,P1048,Fashion,Activewear,2,78.81,157.62,18.91,138.71,38.33,76.66,62.05
OI2810,O501497,2024-08-06,C100589,P1088,Sports,Hydration,1,96.21,96.21,11.55,84.66,61.57,61.57,23.09
OI2811,O501498,2024-10-20,C100589,P1004,Electronics,Audio,1,89.55,89.55,8.96,80.59,72.43,72.43,8.16
OI2812,O501498,2024-10-20,C100589,P1017,Electronics,Audio,1,165.07,165.07,16.51,148.56,108.89,108.89,39.67
OI2813,O501498,2024-10-20,C100589,P1002,Electronics,Audio,2,78.83,157.66,15.77,141.89,57.07,114.14,27.75
OI2814,O501499,2024-11-27,C100589,P1083,Sports,Outdoor,2,85.81,171.62,17.16,154.46,59.28,118.56,35.9
OI2815,O501499,2024-11-27,C100589,P1027,Home,Storage,1,139.47,139.47,13.95,125.52,78.86,78.86,46.66
OI2816,O501500,2024-07-07,C100590,P1050,Fashion,Basics,1,42.68,42.68,3.41,39.27,22.11,22.11,17.16
OI2817,O501501,2025-04-09,C100590,P1038,Fashion,Footwear,1,84.9,84.9,10.19,74.71,52.04,52.04,22.67
OI2818,O501501,2025-04-09,C100590,P1067,Beauty,Skincare,1,71.06,71.06,8.53,62.53,20.63,20.63,41.9
OI2819,O501502,2025-05-06,C100590,P1025,Home,Bedding,1,157.83,157.83,12.63,145.2,120.37,120.37,24.83
OI2820,O501502,2025-05-06,C100590,P1056,Beauty,Tools,1,24.03,24.03,1.2,22.83,12.28,12.28,10.55
