customer_id,signup_date,acquisition_channel,preferred_device,loyalty_tier,country,state_code,state,city,region
C100546,2023-11-05,Direct,Mobile,Standard,United States,TX,Texas,Dallas,South
C100547,2023-04-18,Meta Ads,Mobile,Standard,United States,TX,Texas,Austin,South
C100548,2024-05-08,Affiliate,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C100549,2024-11-05,Organic Search,Mobile,Standard,United States,OH,Ohio,Cleveland,Midwest
C100550,2023-07-31,Organic Search,Mobile,Standard,United States,FL,Florida,Jacksonville,South
C100551,2023-11-05,Affiliate,Tablet,Silver,United States,AZ,Arizona,Phoenix,West
C100552,2023-09-01,Meta Ads,Desktop,Standard,United States,TX,Texas,Dallas,South
C100553,2024-10-10,Influencer,Desktop,Standard,United States,CA,California,San Diego,West
C100554,2024-11-29,Direct,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100555,2023-10-08,Organic Search,Mobile,Silver,United States,IL,Illinois,Springfield,Midwest
C100556,2024-04-11,Influencer,Desktop,Standard,United States,CO,Colorado,Denver,West
C100557,2024-10-14,Organic Search,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C100558,2024-01-07,Paid Search,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C100559,2024-11-17,Meta Ads,Mobile,Standard,United States,CA,California,San Jose,West
C100560,2023-03-13,Organic Search,Desktop,Silver,United States,CO,Colorado,Boulder,West
C100561,2023-04-28,Organic Search,Mobile,Standard,United States,TX,Texas,Houston,South
C100562,2024-11-27,Email,Mobile,Standard,United States,CA,California,San Jose,West
C100563,2024-10-22,Email,Desktop,Standard,United States,CA,California,San Jose,West
C100564,2023-10-08,Meta Ads,Mobile,Silver,United States,NY,New York,Rochester,Northeast
C100565,2023-08-21,Direct,Mobile,Silver,United States,FL,Florida,Tampa,South
C100566,2023-12-29,Email,Mobile,Silver,United States,OH,Ohio,Columbus,Midwest
C100567,2023-08-16,Email,Mobile,Standard,United States,AZ,Arizona,Tempe,West
C100568,2024-12-12,Affiliate,Desktop,Standard,United States,OH,Ohio,Columbus,Midwest
C100569,2023-02-25,Referral,Mobile,Silver,United States,GA,Georgia,Atlanta,South
C100570,2023-08-17,Affiliate,Mobile,Silver,United States,TX,Texas,Dallas,South
C100571,2025-03-05,Affiliate,Mobile,Standard,United States,FL,Florida,Orlando,South
C100572,2023-11-23,Influencer,Tablet,Standard,United States,NY,New York,New York,Northeast
C100573,2024-09-08,Meta Ads,Desktop,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100574,2023-08-26,Referral,Desktop,Standard,United States,FL,Florida,Orlando,South
C100575,2024-05-23,Organic Search,Mobile,Standard,United States,FL,Florida,Tampa,South
C100576,2023-05-16,Influencer,Mobile,Silver,United States,OH,Ohio,Columbus,Midwest
C100577,2024-08-27,Meta Ads,Desktop,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C100578,2024-12-21,Influencer,Mobile,Standard,United States,NY,New York,Buffalo,Northeast
C100579,2024-08-02,Organic Search,Desktop,Standard,United States,NJ,New Jersey,Newark,Northeast
C100580,2024-10-25,Direct,Tablet,Standard,United States,NC,North Carolina,Charlotte,South
C100581,2023-03-13,Affiliate,Desktop,Silver,United States,NY,New York,Rochester,Northeast
C100582,2024-12-08,Paid Search,Mobile,Standard,United States,NY,New York,New York,Northeast
C100583,2025-03-19,Direct,Mobile,Standard,United States,CO,Colorado,Boulder,West
C100584,2023-08-13,Referral,Mobile,Standard,United States,NY,New York,New York,Northeast
C100585,2024-04-25,Direct,Mobile,Standard,United States,NY,New York,New York,Northeast
C100586,2024-01-02,Affiliate,Mobile,Standard,United States,CO,Colorado,Denver,West
C100587,2025-05-26,Meta Ads,Mobile,Standard,United States,GA,Georgia,Savannah,South
C100588,2024-04-01,Organic Search,Desktop,Silver,United States,NC,North Carolina,Charlotte,South
C100589,2023-03-13,Referral,Mobile,Standard,United States,CA,California,San Francisco,West
C100590,2023-09-15,Referral,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C100591,2024-01-26,Meta Ads,Mobile,Silver,United States,CO,Colorado,Denver,West
C100592,2023-10-20,Meta Ads,Mobile,Standard,United States,CA,California,San Jose,West
C100593,2023-05-10,Organic Search,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C100594,2023-06-12,Organic Search,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C100595,2024-09-06,Meta Ads,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C100596,2023-12-09,Paid Search,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C100597,2025-03-08,Affiliate,Mobile,Standard,United States,MA,Massachusetts,Boston,Northeast
C100598,2024-11-12,Direct,Mobile,Standard,United States,TX,Texas,Austin,South
C100599,2023-05-16,Organic Search,Mobile,Silver,United States,CA,California,San Jose,West
C100600,2023-05-14,Paid Search,Tablet,Standard,United States,WA,Washington,Bellevue,West
C100601,2023-06-21,Direct,Mobile,Silver,United States,CA,California,San Diego,West
C100602,2024-12-18,Email,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C100603,2023-09-12,Referral,Mobile,Silver,United States,TX,Texas,Houston,South
C100604,2023-01-03,Paid Search,Desktop,Silver,United States,CO,Colorado,Denver,West
C100605,2024-07-03,Organic Search,Mobile,Standard,United States,NY,New York,New York,Northeast
C100606,2025-02-16,Direct,Desktop,Standard,United States,CA,California,Sacramento,West
C100607,2023-10-05,Organic Search,Mobile,Standard,United States,GA,Georgia,Savannah,South
C100608,2023-04-24,Paid Search,Desktop,Silver,United States,CA,California,San Diego,West
C100609,2023-04-12,Organic Search,Mobile,Silver,United States,NY,New York,New York,Northeast
C100610,2025-01-21,Email,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C100611,2024-03-21,Organic Search,Desktop,Standard,United States,TX,Texas,Houston,South
C100612,2024-10-24,Email,Mobile,Standard,United States,CO,Colorado,Denver,West
C100613,2023-03-31,Meta Ads,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C100614,2023-04-29,Organic Search,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C100615,2023-07-07,Paid Search,Mobile,Silver,United States,CA,California,San Jose,West
C100616,2024-05-02,Meta Ads,Desktop,Standard,United States,NY,New York,New York,Northeast
C100617,2023-03-03,Paid Search,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C100618,2023-10-22,Email,Desktop,Silver,United States,NC,North Carolina,Charlotte,South
C100619,2023-12-19,Affiliate,Mobile,Standard,United States,GA,Georgia,Savannah,South
C100620,2024-05-21,Organic Search,Mobile,Standard,United States,OR,Oregon,Salem,West
C100621,2023-08-26,Direct,Mobile,Standard,United States,WA,Washington,Bellevue,West
C100622,2023-04-02,Meta Ads,Tablet,Standard,United States,TX,Texas,Houston,South
C100623,2025-04-28,Paid Search,Desktop,Standard,United States,NC,North Carolina,Charlotte,South
C100624,2023-12-23,Paid Search,Desktop,Standard,United States,GA,Georgia,Savannah,South
C100625,2023-06-20,Direct,Mobile,Silver,United States,NY,New York,New York,Northeast
C100626,2024-04-17,Email,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C100627,2024-11-30,Email,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C100628,2023-01-22,Paid Search,Mobile,Standard,United States,CA,California,San Francisco,West
C100629,2024-07-05,Organic Search,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100630,2024-06-30,Affiliate,Desktop,Standard,United States,MI,Michigan,Detroit,Midwest
C100631,2023-05-02,Email,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100632,2024-03-07,Affiliate,Desktop,Silver,United States,NJ,New Jersey,Newark,Northeast
C100633,2024-04-08,Referral,Desktop,Standard,United States,AZ,Arizona,Tempe,West
C100634,2023-07-22,Email,Mobile,Standard,United States,WA,Washington,Bellevue,West
C100635,2025-04-07,Meta Ads,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C100636,2023-08-23,Direct,Tablet,Standard,United States,TX,Texas,Austin,South
C100637,2024-02-08,Referral,Desktop,Silver,United States,WA,Washington,Bellevue,West
C100638,2025-04-16,Referral,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C100639,2025-04-20,Direct,Mobile,Standard,United States,WA,Washington,Tacoma,West
C100640,2025-02-15,Direct,Mobile,Standard,United States,CA,California,San Jose,West
C100641,2024-05-15,Email,Desktop,Standard,United States,CA,California,San Francisco,West
C100642,2023-05-09,Email,Desktop,Silver,United States,NY,New York,Buffalo,Northeast
C100643,2023-11-29,Paid Search,Mobile,Silver,United States,CA,California,San Jose,West
C100644,2023-01-09,Affiliate,Desktop,Silver,United States,FL,Florida,Jacksonville,South
C100645,2025-02-21,Meta Ads,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C100646,2023-12-05,Influencer,Desktop,Standard,United States,TX,Texas,Houston,South
C100647,2025-01-28,Paid Search,Tablet,Standard,United States,CA,California,Sacramento,West
C100648,2023-11-02,Direct,Desktop,Silver,United States,CA,California,San Jose,West
C100649,2023-05-19,Paid Search,Mobile,Silver,United States,TX,Texas,San Antonio,South
C100650,2024-05-04,Paid Search,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100651,2025-03-04,Referral,Tablet,Standard,United States,CA,California,Los Angeles,West
C100652,2023-02-21,Affiliate,Mobile,Silver,United States,CA,California,San Jose,West
C100653,2024-06-19,Influencer,Tablet,Standard,United States,TX,Texas,Dallas,South
C100654,2024-11-28,Meta Ads,Tablet,Standard,United States,CO,Colorado,Boulder,West
C100655,2024-09-03,Meta Ads,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100656,2023-02-08,Email,Mobile,Silver,United States,TX,Texas,Dallas,South
C100657,2024-12-12,Meta Ads,Mobile,Standard,United States,CO,Colorado,Denver,West
C100658,2025-05-29,Organic Search,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C100659,2024-07-01,Organic Search,Desktop,Standard,United States,TX,Texas,Dallas,South
C100660,2023-08-20,Direct,Mobile,Standard,United States,CA,California,San Francisco,West
C100661,2023-05-04,Direct,Mobile,Standard,United States,NY,New York,New York,Northeast
C100662,2025-03-01,Referral,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C100663,2023-12-07,Paid Search,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100664,2024-01-06,Influencer,Tablet,Silver,United States,MI,Michigan,Grand Rapids,Midwest
C100665,2023-10-09,Meta Ads,Mobile,Standard,United States,CO,Colorado,Boulder,West
C100666,2023-09-01,Direct,Mobile,Standard,United States,WA,Washington,Seattle,West
C100667,2024-11-15,Paid Search,Tablet,Standard,United States,FL,Florida,Orlando,South
C100668,2025-02-09,Meta Ads,Mobile,Standard,United States,WA,Washington,Seattle,West
C100669,2023-01-29,Affiliate,Desktop,Silver,United States,NC,North Carolina,Charlotte,South
C100670,2025-04-19,Direct,Mobile,Standard,United States,WA,Washington,Bellevue,West
C100671,2023-05-25,Email,Desktop,Silver,United States,FL,Florida,Orlando,South
C100672,2024-10-04,Paid Search,Desktop,Standard,United States,NC,North Carolina,Raleigh,South
C100673,2024-03-04,Email,Mobile,Standard,United States,NY,New York,New York,Northeast
C100674,2023-01-20,Direct,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C100675,2025-02-20,Direct,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C100676,2024-04-26,Meta Ads,Desktop,Standard,United States,NC,North Carolina,Charlotte,South
C100677,2025-04-24,Direct,Desktop,Standard,United States,AZ,Arizona,Tempe,West
C100678,2023-11-21,Meta Ads,Mobile,Silver,United States,TX,Texas,Houston,South
C100679,2025-05-12,Meta Ads,Desktop,Standard,United States,CA,California,San Diego,West
C100680,2023-02-16,Organic Search,Mobile,Silver,United States,OH,Ohio,Columbus,Midwest
C100681,2023-01-30,Email,Mobile,Standard,United States,NY,New York,New York,Northeast
C100682,2023-09-10,Organic Search,Desktop,Silver,United States,CA,California,Los Angeles,West
C100683,2023-11-21,Affiliate,Desktop,Standard,United States,GA,Georgia,Savannah,South
C100684,2023-10-19,Direct,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100685,2025-03-22,Direct,Desktop,Standard,United States,CA,California,San Diego,West
C100686,2023-05-11,Paid Search,Mobile,Standard,United States,FL,Florida,Tampa,South
C100687,2023-04-01,Direct,Mobile,Standard,United States,TX,Texas,Dallas,South
C100688,2023-09-09,Organic Search,Mobile,Standard,United States,TX,Texas,Austin,South
C100689,2024-10-26,Direct,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C100690,2023-12-19,Paid Search,Desktop,Silver,United States,IL,Illinois,Springfield,Midwest
C100691,2023-09-27,Direct,Desktop,Standard,United States,CO,Colorado,Denver,West
C100692,2024-10-27,Referral,Desktop,Standard,United States,NY,New York,Rochester,Northeast
C100693,2023-09-09,Meta Ads,Mobile,Standard,United States,OH,Ohio,Cleveland,Midwest
C100694,2023-07-18,Paid Search,Desktop,Standard,United States,WA,Washington,Seattle,West
C100695,2023-03-26,Paid Search,Mobile,Standard,United States,WA,Washington,Bellevue,West
C100696,2024-04-17,Meta Ads,Mobile,Standard,United States,CA,California,Sacramento,West
C100697,2025-03-21,Paid Search,Desktop,Standard,United States,NJ,New Jersey,Newark,Northeast
C100698,2024-08-13,Email,Mobile,Standard,United States,TX,Texas,Dallas,South
C100699,2025-05-01,Paid Search,Desktop,Standard,United States,NY,New York,Rochester,Northeast
C100700,2023-06-20,Meta Ads,Mobile,Silver,United States,CA,California,San Francisco,West
C100701,2023-06-10,Organic Search,Mobile,Standard,United States,NY,New York,Rochester,Northeast
C100702,2024-08-11,Affiliate,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C100703,2023-05-24,Meta Ads,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C100704,2023-08-16,Meta Ads,Tablet,Standard,United States,OH,Ohio,Columbus,Midwest
C100705,2025-03-24,Direct,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C100706,2024-05-09,Organic Search,Mobile,Standard,United States,FL,Florida,Miami,South
C100707,2023-01-14,Meta Ads,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C100708,2024-07-16,Paid Search,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C100709,2025-02-25,Meta Ads,Mobile,Standard,United States,OH,Ohio,Cleveland,Midwest
C100710,2023-01-23,Direct,Mobile,Silver,United States,NJ,New Jersey,Jersey City,Northeast
C100711,2023-08-15,Paid Search,Desktop,Silver,United States,NY,New York,New York,Northeast
C100712,2024-07-19,Meta Ads,Mobile,Standard,United States,OH,Ohio,Columbus,Midwest
C100713,2024-11-16,Organic Search,Tablet,Standard,United States,TX,Texas,Dallas,South
C100714,2025-04-12,Organic Search,Mobile,Standard,United States,TX,Texas,Dallas,South
C100715,2024-06-22,Influencer,Desktop,Standard,United States,AZ,Arizona,Phoenix,West
C100716,2024-11-14,Meta Ads,Desktop,Standard,United States,MI,Michigan,Detroit,Midwest
C100717,2025-05-28,Meta Ads,Mobile,Standard,United States,AZ,Arizona,Tempe,West
C100718,2024-09-17,Influencer,Mobile,Standard,United States,NC,North Carolina,Charlotte,South
C100719,2024-04-19,Referral,Mobile,Standard,United States,CA,California,San Francisco,West
C100720,2023-02-10,Influencer,Mobile,Standard,United States,NY,New York,Rochester,Northeast
C100721,2023-08-11,Influencer,Desktop,Silver,United States,NC,North Carolina,Raleigh,South
C100722,2023-12-05,Meta Ads,Mobile,Standard,United States,CA,California,Sacramento,West
C100723,2025-01-16,Direct,Mobile,Standard,United States,TX,Texas,Houston,South
C100724,2023-08-11,Email,Desktop,Silver,United States,TX,Texas,San Antonio,South
C100725,2025-02-19,Influencer,Mobile,Standard,United States,OH,Ohio,Cleveland,Midwest
C100726,2023-07-03,Organic Search,Desktop,Standard,United States,FL,Florida,Orlando,South
C100727,2023-04-15,Organic Search,Mobile,Silver,United States,CA,California,San Francisco,West
C100728,2024-03-21,Meta Ads,Desktop,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C100729,2025-01-13,Paid Search,Desktop,Standard,United States,WA,Washington,Bellevue,West
C100730,2024-01-23,Referral,Mobile,Silver,United States,NY,New York,Buffalo,Northeast
C100731,2025-02-12,Meta Ads,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C100732,2023-06-10,Paid Search,Mobile,Silver,United States,TX,Texas,San Antonio,South
C100733,2023-05-04,Referral,Mobile,Standard,United States,OR,Oregon,Portland,West
C100734,2023-06-09,Meta Ads,Mobile,Standard,United States,TX,Texas,Austin,South
C100735,2023-04-07,Email,Desktop,Standard,United States,MA,Massachusetts,Boston,Northeast
C100736,2024-12-03,Email,Desktop,Standard,United States,CA,California,Sacramento,West
C100737,2024-09-20,Meta Ads,Desktop,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C100738,2025-04-24,Referral,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100739,2024-10-11,Referral,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C100740,2023-10-29,Direct,Desktop,Standard,United States,FL,Florida,Jacksonville,South
C100741,2024-05-18,Influencer,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100742,2024-10-06,Paid Search,Mobile,Standard,United States,TX,Texas,Dallas,South
C100743,2024-05-14,Organic Search,Mobile,Standard,United States,OR,Oregon,Salem,West
C100744,2024-02-01,Paid Search,Mobile,Standard,United States,FL,Florida,Jacksonville,South
C100745,2023-06-05,Direct,Mobile,Silver,United States,NY,New York,New York,Northeast
C100746,2024-11-01,Direct,Mobile,Standard,United States,CA,California,Los Angeles,West
C100747,2023-11-26,Referral,Mobile,Standard,United States,NY,New York,New York,Northeast
C100748,2024-04-11,Organic Search,Desktop,Standard,United States,NY,New York,Buffalo,Northeast
C100749,2025-01-23,Email,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100750,2023-06-12,Paid Search,Desktop,Standard,United States,CO,Colorado,Boulder,West
C100751,2023-05-13,Organic Search,Tablet,Standard,United States,NY,New York,New York,Northeast
C100752,2024-12-10,Direct,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100753,2023-03-23,Organic Search,Mobile,Standard,United States,TX,Texas,Austin,South
C100754,2023-12-30,Meta Ads,Desktop,Standard,United States,CO,Colorado,Denver,West
C100755,2023-04-17,Meta Ads,Desktop,Silver,United States,IL,Illinois,Chicago,Midwest
C100756,2024-10-31,Meta Ads,Mobile,Standard,United States,CO,Colorado,Denver,West
C100757,2025-02-18,Organic Search,Mobile,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C100758,2023-08-05,Meta Ads,Desktop,Standard,United States,IL,Illinois,Chicago,Midwest
C100759,2023-03-19,Paid Search,Mobile,Standard,United States,TX,Texas,Austin,South
C100760,2025-04-08,Organic Search,Mobile,Standard,United States,OR,Oregon,Salem,West
C100761,2023-08-24,Paid Search,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C100762,2024-05-23,Meta Ads,Desktop,Standard,United States,OH,Ohio,Columbus,Midwest
C100763,2023-07-16,Organic Search,Mobile,Standard,United States,IL,Illinois,Chicago,Midwest
C100764,2023-09-11,Direct,Mobile,Standard,United States,CA,California,Sacramento,West
C100765,2024-03-17,Paid Search,Mobile,Standard,United States,MI,Michigan,Detroit,Midwest
C100766,2023-06-08,Email,Desktop,Standard,United States,TX,Texas,Dallas,South
C100767,2025-05-14,Referral,Mobile,Standard,United States,MA,Massachusetts,Boston,Northeast
C100768,2023-12-27,Organic Search,Mobile,Standard,United States,WA,Washington,Tacoma,West
C100769,2024-05-26,Organic Search,Tablet,Standard,United States,CO,Colorado,Boulder,West
C100770,2025-03-26,Email,Desktop,Standard,United States,CO,Colorado,Denver,West
C100771,2024-11-15,Organic Search,Mobile,Standard,United States,TX,Texas,Dallas,South
C100772,2023-04-29,Direct,Mobile,Silver,United States,NY,New York,New York,Northeast
C100773,2023-02-05,Organic Search,Mobile,Silver,United States,TX,Texas,Houston,South
C100774,2023-09-14,Direct,Tablet,Silver,United States,WA,Washington,Bellevue,West
C100775,2023-04-26,Affiliate,Tablet,Standard,United States,CA,California,San Jose,West
C100776,2024-08-03,Meta Ads,Mobile,Standard,United States,CA,California,San Diego,West
C100777,2023-05-23,Organic Search,Mobile,Silver,United States,GA,Georgia,Savannah,South
C100778,2024-01-25,Email,Mobile,Silver,United States,OH,Ohio,Cleveland,Midwest
C100779,2024-06-06,Paid Search,Desktop,Standard,United States,GA,Georgia,Savannah,South
C100780,2023-12-26,Organic Search,Mobile,Silver,United States,OR,Oregon,Portland,West
C100781,2023-09-07,Influencer,Mobile,Standard,United States,OH,Ohio,Cleveland,Midwest
C100782,2025-04-26,Email,Mobile,Standard,United States,TX,Texas,San Antonio,South
C100783,2024-12-24,Meta Ads,Desktop,Standard,United States,FL,Florida,Orlando,South
C100784,2025-03-06,Paid Search,Mobile,Standard,United States,CA,California,Sacramento,West
C100785,2024-11-13,Meta Ads,Desktop,Standard,United States,AZ,Arizona,Tempe,West
C100786,2023-09-14,Direct,Mobile,Standard,United States,TX,Texas,Dallas,South
C100787,2023-01-01,Paid Search,Mobile,Silver,United States,NY,New York,Buffalo,Northeast
C100788,2025-02-03,Referral,Desktop,Standard,United States,IL,Illinois,Springfield,Midwest
C100789,2024-12-16,Meta Ads,Desktop,Standard,United States,FL,Florida,Miami,South
C100790,2024-05-18,Paid Search,Desktop,Standard,United States,CA,California,San Diego,West
C100791,2025-02-24,Email,Mobile,Standard,United States,CA,California,San Diego,West
C100792,2024-08-18,Paid Search,Mobile,Standard,United States,GA,Georgia,Savannah,South
C100793,2023-08-18,Organic Search,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C100794,2024-07-02,Email,Desktop,Standard,United States,NY,New York,Rochester,Northeast
C100795,2023-10-04,Meta Ads,Desktop,Standard,United States,OH,Ohio,Cleveland,Midwest
C100796,2023-09-12,Meta Ads,Tablet,Silver,United States,GA,Georgia,Savannah,South
C100797,2023-02-03,Paid Search,Desktop,Silver,United States,NY,New York,Buffalo,Northeast
C100798,2024-09-11,Meta Ads,Mobile,Standard,United States,GA,Georgia,Atlanta,South
C100799,2023-08-03,Paid Search,Desktop,Standard,United States,WA,Washington,Tacoma,West
C100800,2023-11-06,Organic Search,Desktop,Standard,United States,NY,New York,New York,Northeast
C100801,2023-05-16,Organic Search,Mobile,Standard,United States,NY,New York,Rochester,Northeast
C100802,2023-09-08,Meta Ads,Mobile,Silver,United States,MA,Massachusetts,Boston,Northeast
C100803,2024-04-10,Paid Search,Mobile,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C100804,2023-09-11,Paid Search,Mobile,Silver,United States,CA,California,San Francisco,West
C100805,2023-07-07,Organic Search,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C100806,2023-05-09,Referral,Mobile,Silver,United States,TX,Texas,Houston,South
C100807,2024-08-03,Direct,Desktop,Standard,United States,TX,Texas,San Antonio,South
C100808,2023-04-29,Organic Search,Mobile,Standard,United States,CA,California,San Jose,West
C100809,2023-11-04,Paid Search,Mobile,Standard,United States,MA,Massachusetts,Cambridge,Northeast
C100810,2023-10-02,Referral,Desktop,Silver,United States,IL,Illinois,Springfield,Midwest
C100811,2023-08-11,Direct,Mobile,Silver,United States,OR,Oregon,Salem,West
C100812,2024-08-30,Direct,Mobile,Standard,United States,FL,Florida,Orlando,South
C100813,2024-04-25,Affiliate,Mobile,Standard,United States,FL,Florida,Tampa,South
C100814,2023-10-03,Influencer,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C100815,2024-12-15,Affiliate,Desktop,Standard,United States,NC,North Carolina,Charlotte,South
C100816,2025-05-22,Referral,Mobile,Standard,United States,FL,Florida,Jacksonville,South
C100817,2024-10-18,Referral,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C100818,2023-09-16,Meta Ads,Desktop,Standard,United States,CO,Colorado,Denver,West
C100819,2025-01-22,Direct,Tablet,Standard,United States,NJ,New Jersey,Newark,Northeast
C100820,2025-04-21,Email,Mobile,Standard,United States,FL,Florida,Tampa,South
C100821,2024-04-28,Affiliate,Mobile,Standard,United States,CA,California,Sacramento,West
C100822,2024-09-30,Paid Search,Tablet,Standard,United States,GA,Georgia,Savannah,South
C100823,2024-12-05,Direct,Mobile,Standard,United States,CO,Colorado,Boulder,West
C100824,2023-04-04,Paid Search,Tablet,Silver,United States,AZ,Arizona,Tempe,West
C100825,2025-03-28,Paid Search,Mobile,Standard,United States,FL,Florida,Miami,South
C100826,2025-05-11,Organic Search,Mobile,Standard,United States,TX,Texas,Austin,South
C100827,2024-07-07,Referral,Desktop,Standard,United States,WA,Washington,Seattle,West
C100828,2025-03-27,Email,Mobile,Standard,United States,MI,Michigan,Detroit,Midwest
C100829,2024-07-28,Direct,Mobile,Standard,United States,IL,Illinois,Springfield,Midwest
C100830,2024-12-22,Meta Ads,Mobile,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100831,2023-08-10,Direct,Tablet,Standard,United States,NC,North Carolina,Raleigh,South
C100832,2024-10-24,Direct,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C100833,2024-01-23,Organic Search,Mobile,Silver,United States,FL,Florida,Miami,South
C100834,2024-03-20,Email,Mobile,Silver,United States,TX,Texas,Dallas,South
C100835,2025-01-30,Direct,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C100836,2024-07-03,Affiliate,Desktop,Standard,United States,CA,California,San Diego,West
C100837,2024-12-26,Organic Search,Desktop,Standard,United States,GA,Georgia,Atlanta,South
C100838,2023-06-26,Referral,Mobile,Standard,United States,MA,Massachusetts,Boston,Northeast
C100839,2024-07-24,Paid Search,Desktop,Standard,United States,TX,Texas,Austin,South
C100840,2024-01-14,Paid Search,Mobile,Standard,United States,FL,Florida,Miami,South
C100841,2023-04-20,Paid Search,Tablet,Silver,United States,FL,Florida,Tampa,South
C100842,2024-10-09,Referral,Desktop,Standard,United States,TX,Texas,Houston,South
C100843,2023-02-01,Direct,Mobile,Standard,United States,NJ,New Jersey,Newark,Northeast
C100844,2025-05-08,Email,Mobile,Standard,United States,NC,North Carolina,Raleigh,South
C100845,2023-09-04,Referral,Mobile,Standard,United States,AZ,Arizona,Phoenix,West
C100846,2024-01-03,Organic Search,Desktop,Silver,United States,OR,Oregon,Salem,West
C100847,2023-06-11,Paid Search,Desktop,Silver,United States,TX,Texas,Houston,South
C100848,2023-08-13,Organic Search,Desktop,Silver,United States,IL,Illinois,Chicago,Midwest
C100849,2025-01-10,Direct,Desktop,Standard,United States,OR,Oregon,Portland,West
C100850,2023-03-24,Influencer,Mobile,Silver,United States,FL,Florida,Tampa,South
C100851,2023-01-09,Direct,Tablet,Standard,United States,MI,Michigan,Grand Rapids,Midwest
C100852,2024-01-10,Email,Mobile,Silver,United States,CA,California,San Diego,West
C100853,2024-05-14,Organic Search,Mobile,Standard,United States,CA,California,San Diego,West
C100854,2023-04-27,Organic Search,Mobile,Standard,United States,FL,Florida,Miami,South
C100855,2025-01-08,Organic Search,Mobile,Standard,United States,NY,New York,New York,Northeast
C100856,2023-01-07,Referral,Mobile,Silver,United States,IL,Illinois,Chicago,Midwest
C100857,2024-06-08,Paid Search,Tablet,Standard,United States,OH,Ohio,Cleveland,Midwest
C100858,2024-12-18,Email,Tablet,Standard,United States,FL,Florida,Miami,South
C100859,2025-01-31,Email,Mobile,Standard,United States,CA,California,Los Angeles,West
C100860,2025-01-17,Organic Search,Desktop,Standard,United States,NY,New York,Rochester,Northeast
C100861,2024-07-23,Organic Search,Desktop,Standard,United States,NY,New York,New York,Northeast
C100862,2023-10-30,Direct,Mobile,Standard,United States,NJ,New Jersey,Jersey City,Northeast
C100863,2024-11-11,Direct,Desktop,Standard,United States,CA,California,San Francisco,West
